N,P,K,temperature,humidity,ph,rainfall,label
106.46,82.01,59.4,26.42,87.06,7.04,139.49,banana
56.64,70.33,91.95,19.82,21.52,6.27,55.26,chickpea
27.99,68.47,67.26,21.62,38.83,5.57,78.5,kidneybeans
121.79,85.99,46.8,24.36,81.39,5.66,126.48,banana
49.72,79.62,102.98,22.42,21.39,7.25,68.15,chickpea
97.85,48.06,50.09,25.71,93.91,6.8,198.37,rice
111.4,91.45,44.83,25.52,87.08,7.2,39.76,watermelon
28.41,74.05,63.36,21.28,43.56,6.64,83.42,kidneybeans
100.06,67.23,54.23,24.01,74.39,7.84,65.3,maize
113.23,111.31,43.71,23.23,90.51,6.56,43.61,watermelon
29.19,78.7,58.46,20.33,43.59,6.67,80.2,kidneybeans
60.4,78.34,108.25,22.98,25.17,6.54,56.1,chickpea
120.4,47.2,55.22,21.74,57.74,7.77,73.69,cotton
120.86,78.42,53.8,29.93,85.65,5.38,123.59,banana
54.76,61.57,102.13,24.22,26.18,6.85,68.93,chickpea
33.11,79.28,68.08,19.09,36.82,6.2,96.17,kidneybeans
29.93,147.87,230.97,14.57,93.91,5.8,89.89,grapes
105.87,65.71,68.79,21.49,57.83,6.01,72.37,maize
22.65,140.2,240.01,16.94,76.79,7.03,84.1,apple
52.09,59.63,105.58,20.95,26.68,7.04,55.82,chickpea
88.61,64.63,54.11,25.2,74.21,7.54,66.59,maize
116.94,89.39,59.53,31.0,89.65,6.38,123.74,banana
122.32,94.21,44.14,28.63,74.37,7.22,45.06,watermelon
29.78,118.19,257.94,15.47,76.99,5.81,91.6,grapes
125.7,94.54,41.24,21.39,80.53,5.65,42.14,watermelon
123.21,77.95,47.01,25.09,76.99,6.79,153.44,banana
52.71,71.27,112.96,20.4,21.4,6.03,72.16,chickpea
56.83,74.02,102.85,23.9,22.58,6.71,66.54,chickpea
104.71,112.39,48.99,22.83,74.73,6.78,39.25,watermelon
114.44,68.19,49.01,26.96,90.64,6.52,130.14,banana
99.85,81.97,57.13,29.42,72.88,6.78,156.52,banana
62.99,72.39,100.63,23.4,25.73,7.71,71.24,chickpea
108.17,55.25,51.51,23.93,97.34,6.73,214.69,rice
21.8,139.27,194.92,14.59,76.77,6.44,79.06,apple
104.82,63.25,63.98,23.03,74.7,6.4,73.17,maize
88.01,64.54,61.61,21.23,74.03,6.52,66.9,maize
106.52,82.77,52.72,29.34,86.78,6.78,144.54,banana
105.4,105.18,50.45,24.41,82.29,6.98,42.94,watermelon
30.71,138.53,220.64,13.3,88.68,7.02,88.36,grapes
29.33,65.17,68.03,20.25,44.62,6.74,78.69,kidneybeans
31.44,72.97,67.25,17.35,42.62,6.6,94.33,kidneybeans
119.44,86.49,57.63,26.11,90.44,6.44,145.81,banana
119.53,108.39,41.89,28.25,84.29,7.19,42.35,watermelon
134.04,45.75,43.02,26.31,59.47,7.31,82.57,cotton
26.53,73.39,54.23,18.09,39.68,5.42,100.17,kidneybeans
24.66,122.32,206.39,13.65,94.28,6.83,99.1,apple
113.56,89.2,60.94,24.43,89.42,6.05,150.76,banana
139.52,52.83,52.95,26.13,73.32,7.39,69.2,cotton
25.77,143.71,215.72,13.18,78.99,5.89,97.14,apple
54.2,74.68,88.4,23.84,28.28,7.2,57.89,chickpea
53.2,76.25,101.37,25.04,22.33,7.16,73.08,chickpea
29.35,148.79,231.43,14.89,82.12,5.49,78.68,grapes
94.5,53.28,53.89,30.02,73.17,5.4,233.85,rice
121.76,88.21,41.53,23.69,84.48,6.93,44.59,watermelon
62.34,79.67,87.91,23.49,25.24,6.17,65.51,chickpea
32.4,68.03,51.61,22.2,44.98,7.02,89.22,kidneybeans
26.81,136.6,227.79,14.28,87.25,7.06,94.74,apple
56.66,76.19,109.61,19.9,26.2,6.32,69.37,chickpea
32.93,130.69,219.03,13.94,83.06,6.5,94.0,grapes
31.9,147.5,196.86,15.46,92.63,5.3,97.21,grapes
31.31,139.96,201.87,15.45,79.58,6.71,85.24,grapes
32.51,138.92,229.48,13.05,96.94,7.01,83.81,grapes
28.51,142.18,220.15,14.25,75.72,6.85,96.98,apple
26.35,73.38,61.23,18.52,37.98,5.42,90.09,kidneybeans
125.34,88.79,41.32,24.68,75.08,6.6,42.24,watermelon
121.94,86.07,61.4,31.91,77.92,6.1,124.14,banana
23.15,142.12,243.56,15.5,90.74,5.61,85.61,apple
98.05,68.36,55.26,20.42,61.39,7.52,79.52,maize
117.66,80.5,60.46,26.28,70.63,6.58,154.48,banana
91.58,66.24,65.35,21.04,71.61,7.61,67.71,maize
94.03,89.52,55.03,31.09,84.78,6.48,138.15,banana
59.21,68.18,108.51,21.88,24.03,6.91,60.2,chickpea
25.74,139.61,254.58,13.84,84.39,5.79,78.31,apple
53.93,76.03,101.34,20.26,26.22,5.94,73.4,chickpea
33.16,147.77,208.67,15.26,94.92,6.78,82.58,grapes
25.86,139.75,242.53,14.81,74.3,6.3,77.36,grapes
28.18,117.71,195.6,13.96,73.45,5.5,84.17,apple
51.43,61.3,98.48,25.25,27.75,6.13,71.44,chickpea
108.01,110.02,43.31,24.58,91.22,6.97,43.39,watermelon
93.8,43.16,45.49,23.29,96.05,6.23,258.02,rice
119.89,68.37,47.43,26.18,82.23,5.37,131.84,banana
89.88,52.33,66.22,20.65,61.46,7.83,65.42,maize
112.08,63.86,60.04,24.64,70.86,7.27,77.71,maize
106.68,93.9,44.13,23.46,95.76,6.84,45.3,watermelon
101.01,109.86,39.62,26.66,88.56,6.14,44.96,watermelon
95.08,90.94,40.71,22.32,73.12,7.07,40.44,watermelon
26.87,126.69,227.18,15.53,76.29,6.3,86.21,grapes
95.96,63.29,64.73,25.0,70.27,5.9,65.27,maize
122.37,79.05,47.65,24.26,87.92,6.48,133.01,banana
51.89,76.29,114.94,21.76,27.19,6.45,71.7,chickpea
118.87,95.9,47.92,25.09,88.82,6.36,39.92,watermelon
107.24,50.78,48.92,23.03,74.17,6.91,252.27,rice
107.02,61.61,54.04,21.12,67.94,5.94,83.47,maize
122.8,52.88,55.58,28.24,70.19,7.11,78.24,cotton
160.9,55.72,55.68,21.74,58.07,7.78,81.64,cotton
31.36,62.12,56.36,21.42,40.42,7.1,98.25,kidneybeans
160.06,52.22,46.83,21.43,71.77,6.55,69.2,cotton
30.18,65.71,58.24,21.09,41.66,5.84,96.55,kidneybeans
158.32,47.08,46.1,27.32,68.14,7.81,85.73,cotton
27.64,60.36,56.7,17.76,38.05,5.61,91.69,kidneybeans
51.19,74.52,106.81,20.24,22.38,6.79,61.92,chickpea
25.94,111.77,247.63,14.18,80.21,6.8,81.61,apple
32.3,115.79,216.96,14.46,76.6,5.31,91.91,grapes
33.46,147.56,228.7,14.99,75.49,7.12,86.19,grapes
100.33,88.13,59.21,24.03,89.66,7.06,141.67,banana
110.71,62.65,63.2,20.48,63.24,5.91,81.31,maize
138.52,54.94,46.84,28.54,55.26,7.8,74.6,cotton
87.61,48.83,42.95,24.72,85.14,5.32,204.67,rice
97.49,53.69,57.78,23.68,64.48,7.62,70.52,maize
147.94,49.83,45.3,21.77,74.03,6.45,68.99,cotton
34.23,77.54,54.77,20.89,42.84,6.08,93.4,kidneybeans
121.66,91.32,61.81,25.84,87.87,5.37,124.79,banana
32.91,59.77,60.33,19.24,40.81,5.9,101.09,kidneybeans
54.69,72.67,111.76,22.24,23.76,7.38,63.32,chickpea
127.62,45.26,57.35,23.97,56.69,5.93,66.34,cotton
27.62,147.29,245.49,14.62,72.58,5.84,78.09,grapes
25.63,141.36,235.92,13.53,87.37,5.61,76.43,grapes
154.4,56.16,42.81,26.33,62.64,7.49,66.25,cotton
24.51,111.67,245.56,16.28,82.61,6.69,88.16,apple
135.84,56.32,51.26,21.52,59.53,6.29,83.17,cotton
25.9,62.19,66.69,22.01,44.05,6.99,84.14,kidneybeans
23.8,125.68,242.33,13.22,85.32,6.78,79.49,apple
52.49,76.66,97.5,24.43,27.77,6.24,67.98,chickpea
34.0,78.07,55.04,22.69,46.2,6.47,93.42,kidneybeans
103.82,54.38,48.83,23.46,81.98,7.12,226.97,rice
107.63,56.74,45.49,23.12,76.14,5.5,236.44,rice
86.61,44.74,50.94,25.41,97.59,5.49,242.85,rice
106.23,101.14,41.09,26.52,81.1,7.11,49.0,watermelon
88.04,54.7,54.42,23.3,69.33,7.38,69.72,maize
139.74,47.94,46.71,28.03,69.04,6.3,68.16,cotton
116.89,100.43,49.84,28.7,74.33,5.73,47.69,watermelon
29.19,131.34,233.0,13.51,96.04,5.96,77.69,grapes
26.94,60.09,65.34,20.56,37.82,6.71,96.12,kidneybeans
25.56,146.55,253.47,15.57,97.18,5.28,98.97,apple
93.58,60.64,57.19,21.41,62.72,6.87,77.45,maize
110.92,54.66,46.5,29.33,75.01,6.89,249.21,rice
60.86,70.91,85.17,24.53,23.03,6.98,64.53,chickpea
27.1,116.31,246.53,12.89,73.24,6.27,98.95,grapes
23.52,129.14,235.38,16.06,77.17,6.41,79.07,apple
118.98,102.77,41.99,27.3,94.47,6.83,44.64,watermelon
34.31,121.02,224.07,13.18,93.81,5.68,85.94,grapes
26.57,65.32,68.9,17.4,44.02,6.35,91.77,kidneybeans
94.94,55.28,64.42,24.78,72.74,5.91,82.14,maize
97.58,56.79,58.49,23.45,60.54,6.03,72.14,maize
108.5,77.15,49.98,27.74,70.99,7.07,157.39,banana
26.2,72.81,65.37,18.87,35.5,5.91,97.52,kidneybeans
32.66,76.29,66.2,20.73,38.32,6.66,94.51,kidneybeans
115.52,75.24,60.24,26.73,70.49,6.97,146.79,banana
32.61,63.51,56.42,19.78,40.68,5.31,80.98,kidneybeans
32.29,113.02,195.49,14.3,90.94,6.42,95.29,grapes
34.24,75.66,51.85,19.12,40.46,5.58,101.45,kidneybeans
112.0,107.7,45.52,24.23,89.99,5.91,39.47,watermelon
103.05,79.45,48.97,25.34,86.38,6.97,158.34,banana
27.52,135.0,229.3,13.08,88.8,6.96,98.41,grapes
110.44,62.85,56.43,22.12,65.19,7.41,70.4,maize
27.99,60.83,57.21,19.92,41.33,5.5,95.67,kidneybeans
29.05,67.29,68.43,20.36,41.99,5.75,90.1,kidneybeans
102.84,51.79,48.79,27.68,85.58,7.01,205.04,rice
31.31,128.08,227.65,15.81,94.94,5.91,97.92,grapes
95.94,48.05,45.64,25.11,96.13,6.48,232.37,rice
89.95,49.51,44.41,27.99,72.94,6.0,229.35,rice
94.03,43.22,48.8,29.38,83.91,5.48,252.35,rice
106.91,80.5,46.81,27.58,87.98,5.5,137.87,banana
101.26,68.07,63.15,23.94,81.4,7.05,157.68,banana
57.99,66.05,94.69,22.85,21.57,7.69,65.41,chickpea
112.02,95.36,41.05,28.64,81.66,6.09,42.51,watermelon
28.72,113.33,237.21,17.14,83.5,5.52,93.21,apple
27.66,142.39,203.96,14.57,81.39,6.97,97.99,grapes
104.99,82.82,53.41,24.18,88.45,5.57,123.05,banana
56.21,62.88,103.89,18.96,25.54,5.89,60.29,chickpea
33.99,61.28,56.67,22.89,36.87,5.38,97.0,kidneybeans
21.38,119.02,239.05,13.51,96.66,6.88,87.25,apple
119.69,91.28,48.66,25.35,80.46,6.31,42.96,watermelon
89.71,66.28,66.33,24.44,56.71,6.88,69.17,maize
22.54,131.8,240.83,14.96,90.9,6.4,80.05,apple
97.29,73.21,52.15,25.65,85.47,7.02,130.24,banana
30.47,116.61,217.19,15.08,76.85,6.09,92.06,grapes
105.37,77.79,55.77,24.4,72.45,6.63,157.26,banana
59.25,79.69,98.77,21.74,25.65,5.84,57.52,chickpea
109.27,44.98,49.07,26.28,89.5,5.71,221.23,rice
110.74,86.83,41.32,25.64,87.07,6.43,45.5,watermelon
29.76,63.05,51.93,22.94,44.8,6.43,84.24,kidneybeans
96.49,53.7,67.76,24.36,66.03,7.76,80.41,maize
62.58,62.64,109.17,19.87,25.0,7.81,71.81,chickpea
33.8,124.15,204.79,15.65,82.23,5.55,81.57,grapes
88.63,45.87,47.57,27.72,78.12,5.68,196.04,rice
21.99,144.12,226.11,14.15,82.54,5.39,98.93,apple
148.06,54.43,52.38,27.08,72.12,7.21,69.94,cotton
33.14,68.72,58.48,21.61,37.87,6.78,85.72,kidneybeans
34.36,149.0,247.04,14.42,93.61,5.35,77.65,grapes
155.41,57.2,45.56,24.18,65.67,6.25,66.19,cotton
99.53,108.36,48.55,22.85,85.05,6.15,45.41,watermelon
94.57,49.5,46.51,24.96,74.72,5.81,217.18,rice
144.35,43.66,44.37,22.07,65.94,6.0,78.15,cotton
31.58,73.36,63.34,20.43,40.7,6.86,90.18,kidneybeans
29.04,116.33,258.27,16.31,89.31,7.06,82.32,grapes
145.64,44.62,45.56,21.94,66.81,7.59,84.72,cotton
118.66,97.46,38.45,27.48,87.67,5.82,48.18,watermelon
90.57,51.43,52.63,24.86,75.31,6.93,207.87,rice
110.42,51.56,54.61,28.86,85.92,7.08,216.8,rice
96.07,68.1,56.89,18.72,70.35,7.38,80.2,maize
24.85,123.01,241.66,14.38,88.26,6.17,83.84,apple
100.34,54.66,65.55,22.24,62.87,7.18,82.53,maize
107.72,89.38,59.52,27.06,73.01,6.41,122.15,banana
107.92,47.99,48.51,27.57,77.21,6.3,196.21,rice
115.39,89.08,50.64,24.41,90.75,6.95,148.53,banana
113.45,44.15,42.78,25.49,76.11,6.55,218.95,rice
98.64,89.15,47.28,30.11,80.08,5.29,153.97,banana
106.18,56.35,62.06,19.26,57.86,6.11,70.62,maize
97.83,56.3,62.92,22.66,59.14,5.92,67.59,maize
102.08,46.83,44.37,28.53,90.09,7.02,225.03,rice
32.58,132.14,230.21,14.24,77.21,5.51,82.35,grapes
121.85,77.62,60.89,31.5,71.1,5.95,154.48,banana
98.38,105.46,39.13,26.64,86.78,7.37,48.07,watermelon
119.57,99.76,46.01,26.01,90.98,6.63,51.4,watermelon
99.79,52.14,58.82,21.48,64.69,6.02,69.41,maize
29.21,79.2,61.99,17.23,37.06,6.2,102.16,kidneybeans
85.17,53.76,54.05,23.81,83.09,5.6,255.91,rice
126.42,103.1,46.34,23.97,94.42,6.82,49.55,watermelon
124.71,110.1,44.11,27.61,79.92,7.47,39.39,watermelon
106.15,105.24,40.28,23.78,96.07,6.68,40.92,watermelon
87.37,51.54,54.84,27.37,80.44,5.42,235.86,rice
110.06,63.04,53.68,19.29,65.23,7.36,66.03,maize
105.69,58.5,57.84,22.31,64.5,6.18,79.39,maize
127.05,48.17,48.11,25.75,74.3,6.37,64.79,cotton
92.76,60.19,60.34,22.53,66.47,6.79,72.55,maize
142.61,45.34,45.61,25.31,73.56,6.12,68.56,cotton
123.11,81.92,60.68,27.38,75.75,5.86,126.49,banana
28.28,123.24,207.5,13.42,76.21,5.42,89.29,grapes
27.96,133.47,247.09,13.21,77.18,6.24,99.36,apple
54.19,72.44,94.17,22.56,25.49,6.52,61.42,chickpea
135.13,54.19,48.51,23.29,58.84,6.2,68.65,cotton
60.63,65.5,110.42,24.03,25.17,5.83,58.08,chickpea
112.87,75.04,60.39,29.22,91.16,5.93,120.26,banana
87.84,52.68,46.76,28.81,88.99,6.96,250.2,rice
85.58,50.59,57.5,25.78,88.83,6.72,235.24,rice
33.48,137.6,209.69,12.85,86.61,5.39,92.01,grapes
30.18,119.54,197.48,12.98,88.94,6.73,98.85,grapes
25.84,134.38,220.61,17.02,92.66,6.12,92.72,apple
105.29,86.1,48.22,23.11,74.39,5.71,48.06,watermelon
29.22,77.16,63.91,22.26,44.94,6.8,95.36,kidneybeans
116.13,85.48,47.09,32.02,88.55,6.5,124.95,banana
25.94,133.34,238.38,14.96,95.26,5.82,78.2,grapes
33.07,61.83,52.91,20.66,44.47,7.03,98.74,kidneybeans
98.4,63.67,52.41,22.42,56.45,7.0,75.12,maize
117.0,70.86,61.56,31.35,82.2,6.42,160.75,banana
123.9,88.11,51.16,27.36,94.88,6.1,45.95,watermelon
53.56,77.42,90.47,20.61,26.03,7.04,60.56,chickpea
122.66,104.62,45.7,27.73,93.93,5.84,43.23,watermelon
94.5,52.92,51.09,20.73,62.27,6.42,66.73,maize
23.34,113.75,244.51,14.34,82.14,5.62,98.61,apple
151.89,48.56,48.59,25.6,68.03,6.84,75.28,cotton
32.24,119.91,257.67,12.9,80.15,6.72,96.26,grapes
122.94,45.22,45.28,27.72,58.93,6.88,80.16,cotton
134.24,47.5,46.6,27.77,59.65,5.89,72.24,cotton
31.79,111.3,226.7,15.87,88.44,5.47,86.31,grapes
131.66,51.89,43.49,26.33,66.16,6.48,72.33,cotton
21.87,117.93,255.58,13.19,92.23,6.27,83.65,apple
27.68,121.96,226.33,14.58,91.3,6.81,90.41,apple
32.93,131.64,197.77,16.42,72.85,5.33,77.11,grapes
115.14,75.69,53.19,29.86,86.85,6.16,121.83,banana
112.62,70.48,54.33,28.81,70.57,5.8,156.57,banana
86.76,67.96,53.87,21.45,66.77,7.53,79.01,maize
58.73,80.14,102.87,22.12,28.7,6.4,61.11,chickpea
26.94,123.27,217.53,14.83,85.02,6.03,88.37,apple
98.46,93.97,40.95,21.91,78.5,6.64,48.55,watermelon
22.69,142.57,207.06,12.95,76.82,6.81,79.11,apple
113.72,87.5,51.2,25.23,71.31,6.13,124.3,banana
89.45,61.58,64.65,24.9,73.29,7.03,66.02,maize
24.88,112.33,226.45,15.92,87.09,5.77,74.93,apple
88.46,56.94,44.61,30.78,94.18,6.62,257.4,rice
22.0,122.33,248.7,15.11,82.02,6.36,99.92,apple
32.8,145.98,239.02,16.53,74.77,6.24,91.27,grapes
90.1,57.76,64.18,22.31,72.76,6.06,77.12,maize
26.29,126.71,252.4,13.67,76.43,5.45,98.27,apple
123.05,82.51,49.69,28.26,82.39,6.53,125.31,banana
28.05,72.11,56.62,22.86,40.31,6.3,84.35,kidneybeans
95.25,68.86,51.14,24.35,70.42,5.69,145.05,banana
48.46,70.79,106.08,25.14,27.06,7.1,73.58,chickpea
57.82,70.7,114.21,23.69,24.74,6.05,71.1,chickpea
160.42,56.86,54.69,21.37,62.27,5.96,81.92,cotton
29.83,146.71,195.73,14.16,94.93,6.08,95.22,grapes
24.65,145.59,228.63,16.03,82.26,6.29,78.69,apple
29.11,146.35,252.45,16.69,75.34,5.57,88.84,grapes
60.37,60.53,89.45,23.01,21.53,7.52,68.26,chickpea
104.04,78.17,58.19,27.28,87.04,5.89,152.69,banana
111.54,79.43,51.54,29.41,91.02,6.19,147.04,banana
143.07,52.06,46.34,24.41,69.38,6.79,69.22,cotton
49.35,80.43,108.39,21.03,24.21,6.98,65.35,chickpea
119.35,49.44,56.54,24.58,59.57,5.91,70.08,cotton
120.15,83.7,59.44,25.15,91.13,6.23,149.61,banana
31.03,75.65,58.81,20.4,42.56,6.24,86.34,kidneybeans
118.31,85.42,62.82,29.7,70.34,6.03,150.14,banana
97.57,53.63,44.82,26.31,74.78,6.18,218.8,rice
106.41,84.74,48.52,27.3,78.2,5.32,138.2,banana
115.6,74.23,60.45,24.58,89.64,5.91,150.63,banana
94.81,53.92,48.19,29.04,93.46,5.74,196.78,rice
91.43,44.48,56.53,27.58,84.3,6.73,245.76,rice
28.66,148.38,224.35,12.87,73.24,6.18,97.59,grapes
120.43,46.11,49.83,26.41,73.86,7.22,72.2,cotton
50.56,67.49,114.3,19.36,23.62,7.55,65.62,chickpea
97.94,103.1,46.85,23.59,84.22,7.29,39.98,watermelon
54.36,71.04,93.72,19.14,21.99,7.26,64.75,chickpea
95.71,114.31,42.46,22.66,89.95,6.57,42.72,watermelon
122.63,78.17,59.08,30.65,82.95,6.4,137.03,banana
143.57,48.24,52.11,22.99,66.71,7.91,68.98,cotton
56.57,70.1,91.66,20.61,24.21,6.05,56.86,chickpea
102.51,68.0,52.28,24.57,65.01,7.66,72.34,maize
30.31,77.02,59.09,22.98,35.31,5.37,97.77,kidneybeans
86.93,48.61,50.64,26.32,77.52,6.05,252.33,rice
24.73,118.49,258.49,16.83,89.54,5.42,78.21,apple
50.2,70.8,91.11,22.15,23.19,6.77,69.48,chickpea
55.86,59.77,92.54,22.8,27.11,7.56,71.43,chickpea
105.29,79.54,48.34,24.74,89.14,6.67,131.07,banana
48.63,75.45,91.65,20.95,27.47,7.75,60.94,chickpea
25.89,61.98,65.53,21.0,40.49,6.53,100.1,kidneybeans
115.54,82.8,52.09,32.09,90.54,6.65,149.94,banana
23.71,137.4,228.64,15.31,72.29,5.63,76.78,apple
113.28,94.58,43.15,22.04,94.81,7.4,48.53,watermelon
90.71,43.95,48.97,26.38,84.16,6.63,236.7,rice
59.15,74.31,94.43,18.91,24.35,6.79,59.88,chickpea
27.31,144.41,235.58,16.49,88.61,6.68,93.42,apple
99.29,54.17,50.2,23.83,85.1,7.03,194.18,rice
28.75,141.75,194.93,16.56,79.32,6.29,80.96,grapes
26.58,77.49,53.34,20.94,45.92,6.32,102.61,kidneybeans
158.9,44.6,54.81,27.56,58.58,5.9,66.01,cotton
151.38,52.17,56.25,24.23,66.68,7.73,75.42,cotton
90.86,67.21,64.69,20.32,55.37,6.71,68.99,maize
27.35,137.39,253.64,12.77,78.38,6.78,95.65,grapes
113.91,60.1,59.91,23.22,63.35,7.6,74.75,maize
143.71,50.28,48.42,23.23,64.98,6.74,73.65,cotton
106.14,54.7,64.54,24.04,56.47,6.08,83.37,maize
58.12,59.75,91.32,22.53,23.69,7.03,60.31,chickpea
113.92,89.16,46.62,28.74,87.54,6.95,51.01,watermelon
108.61,55.02,61.6,19.86,61.23,7.29,66.62,maize
98.28,95.01,43.03,26.84,83.72,6.35,43.56,watermelon
25.93,80.42,58.24,18.36,43.99,5.44,99.29,kidneybeans
28.32,61.23,53.84,20.1,46.78,6.81,97.11,kidneybeans
23.4,121.55,203.2,16.21,84.32,6.69,75.65,apple
120.69,44.8,48.07,28.68,61.16,6.87,81.55,cotton
102.21,75.11,48.12,28.49,88.95,6.5,149.88,banana
149.97,49.01,46.84,24.89,70.09,6.38,67.18,cotton
30.47,65.99,68.25,19.18,44.84,5.5,99.91,kidneybeans
95.67,67.94,58.77,23.19,68.13,6.04,77.67,maize
114.24,52.53,52.72,19.58,71.24,6.02,76.53,maize
91.63,56.41,52.1,24.96,72.4,7.75,77.83,maize
94.08,50.5,50.04,24.32,96.26,5.56,235.71,rice
101.85,47.44,44.33,25.81,89.22,6.67,249.85,rice
92.5,59.32,65.47,19.62,55.48,7.58,85.86,maize
99.98,62.78,63.33,20.4,71.27,7.87,78.19,maize
50.82,68.0,86.25,23.55,24.1,6.42,67.17,chickpea
30.38,148.44,238.5,15.91,74.18,5.62,82.34,grapes
57.31,68.72,91.05,23.04,27.28,6.36,55.91,chickpea
30.41,73.41,59.55,18.13,39.58,6.99,99.18,kidneybeans
59.36,78.61,109.23,23.22,23.39,7.3,71.02,chickpea
105.67,92.61,50.69,25.8,73.1,6.06,44.71,watermelon
102.68,108.34,48.91,26.12,81.34,6.42,50.57,watermelon
116.28,107.65,48.98,25.34,80.23,6.8,42.59,watermelon
126.3,75.42,47.43,28.17,76.24,6.41,137.21,banana
53.82,59.6,92.39,20.16,26.8,6.67,71.63,chickpea
52.13,73.14,108.77,22.22,24.26,6.62,67.36,chickpea
26.92,126.38,202.77,16.0,96.26,6.4,87.15,apple
49.22,70.05,91.62,19.03,26.74,6.58,63.94,chickpea
29.9,117.65,213.35,17.0,78.79,6.54,98.24,grapes
103.41,114.12,50.1,26.97,95.22,6.51,43.93,watermelon
149.79,45.06,48.12,26.53,59.11,6.24,85.09,cotton
92.4,61.05,55.05,25.12,61.05,6.46,68.41,maize
99.93,70.6,48.03,28.87,88.32,5.32,130.85,banana
50.93,72.91,90.96,24.56,27.73,6.22,57.45,chickpea
102.86,89.11,51.11,30.84,87.08,6.04,129.15,banana
132.78,45.39,44.04,25.71,56.57,7.5,68.11,cotton
124.19,85.83,48.84,24.09,78.35,6.55,160.58,banana
29.88,68.67,68.82,17.51,42.75,6.04,88.81,kidneybeans
23.27,129.23,220.82,13.35,92.17,6.47,83.99,apple
57.27,59.74,91.04,20.56,27.18,6.41,65.13,chickpea
120.45,54.7,51.96,26.32,68.85,7.2,69.63,cotton
27.96,78.21,61.54,20.5,46.8,6.25,91.91,kidneybeans
102.81,46.87,45.97,28.68,90.18,6.11,237.65,rice
118.15,108.35,41.99,26.29,87.67,7.3,47.41,watermelon
125.26,85.21,38.69,26.33,94.36,7.47,49.89,watermelon
103.07,71.64,54.39,31.24,70.24,6.61,156.14,banana
60.58,65.77,112.61,19.02,24.38,6.14,68.36,chickpea
31.92,71.72,55.91,21.74,42.77,6.01,89.35,kidneybeans
118.23,97.68,38.55,28.38,78.8,6.8,50.17,watermelon
50.88,74.03,112.21,23.96,26.64,6.03,57.48,chickpea
31.71,70.32,63.05,21.24,46.25,6.08,88.84,kidneybeans
113.35,102.71,48.96,28.41,86.93,5.75,48.56,watermelon
113.98,83.45,58.98,25.86,87.71,5.28,154.83,banana
152.01,53.86,53.34,24.71,70.69,6.51,67.98,cotton
99.71,52.62,55.19,20.14,65.52,5.87,84.4,maize
121.74,80.08,52.51,29.73,77.37,5.39,146.55,banana
88.45,66.29,62.66,23.17,58.45,7.9,69.24,maize
113.23,55.92,55.19,24.98,88.44,6.29,199.7,rice
107.93,58.42,66.17,20.23,69.04,5.88,75.13,maize
87.85,48.9,52.48,25.98,76.14,6.99,195.78,rice
104.12,108.73,42.65,25.45,77.34,5.94,45.04,watermelon
99.49,59.57,58.89,23.3,61.47,6.49,81.98,maize
47.03,73.64,101.05,22.93,25.89,7.32,66.67,chickpea
31.91,65.49,68.52,22.04,43.37,6.51,80.64,kidneybeans
23.61,133.54,221.58,14.1,88.88,5.34,79.94,apple
27.68,124.42,242.48,15.15,84.83,6.07,88.63,apple
62.93,66.31,106.11,22.14,27.47,7.48,60.38,chickpea
98.46,48.83,46.68,24.97,95.79,6.09,249.39,rice
24.26,125.73,204.48,16.21,89.0,5.32,90.02,apple
51.42,64.64,87.14,22.75,23.79,6.69,57.79,chickpea
123.88,109.06,48.09,27.62,78.71,7.12,42.89,watermelon
139.52,50.28,51.27,26.6,70.66,6.12,80.69,cotton
86.78,57.31,56.06,22.26,61.56,7.32,70.26,maize
111.1,50.99,48.51,24.1,88.4,5.33,241.61,rice
86.21,66.05,56.9,19.3,60.09,6.6,75.3,maize
90.27,67.55,68.95,21.32,64.91,7.8,85.4,maize
134.86,46.65,47.63,25.64,64.57,7.26,66.02,cotton
108.24,96.98,41.03,24.1,93.02,5.71,40.61,watermelon
30.05,61.29,57.7,21.53,39.29,6.51,80.59,kidneybeans
28.99,62.36,63.96,20.79,46.85,5.65,79.93,kidneybeans
127.21,45.51,56.13,27.14,61.91,7.25,79.38,cotton
99.98,91.58,40.0,28.32,78.0,5.69,39.53,watermelon
124.54,90.13,50.9,29.71,69.63,6.89,159.66,banana
28.67,110.71,226.55,13.98,92.51,6.71,78.85,apple
34.22,112.83,256.15,13.05,80.49,6.16,81.5,grapes
139.73,57.39,50.79,28.71,56.74,6.08,81.0,cotton
96.98,45.79,57.46,27.08,74.57,5.36,198.65,rice
112.63,57.46,53.7,26.47,74.76,6.45,250.15,rice
32.64,69.08,54.07,20.55,44.91,5.47,89.92,kidneybeans
113.81,70.39,51.45,24.8,74.57,6.09,156.18,banana
124.46,45.59,48.98,26.57,64.51,7.11,84.88,cotton
58.5,79.15,103.98,20.03,25.93,6.37,61.98,chickpea
138.31,51.49,42.74,26.44,67.86,5.87,74.47,cotton
26.69,126.7,191.46,15.54,77.7,5.95,94.62,apple
95.1,53.99,44.47,26.0,76.39,6.82,243.3,rice
101.0,85.94,61.41,30.46,81.63,7.11,119.63,banana
25.09,135.05,234.94,14.03,83.77,6.28,85.9,apple
119.01,91.18,40.7,21.45,87.6,7.17,48.77,watermelon
24.68,126.79,251.43,15.64,76.68,5.67,88.61,apple
94.19,51.54,48.89,28.54,81.21,5.35,249.98,rice
